meal_id,week,num_orders,checkout_price,base_price,emailer_for_promotion,homepage_featured,category,cuisine,price_ratio,price_discount,selling_price,unit_cost,holding_cost,shortage_cost,shelf_life_weeks,week_of_year
1062,47,30739,169.71857142857144,179.65363636363637,0,0,Beverages,Italian,0.9447,9.94,169.72,67.89,3.395,84.86,2,47
1062,48,30967,179.97129870129868,179.93233766233766,0,0,Beverages,Italian,1.0002,-0.04,179.97,71.99,3.6,89.99,2,48
1062,49,26238,179.40636363636364,179.47129870129868,0,0,Beverages,Italian,0.9996,0.06,179.41,71.76,3.588,89.7,2,49
1062,50,26396,179.72363636363636,179.59376623376622,0,0,Beverages,Italian,1.0007,-0.13,179.72,71.89,3.594,89.86,2,50
1062,51,9725,179.56934210526316,179.8732894736842,0,0,Beverages,Italian,0.9983,0.3,179.57,71.83,3.592,89.78,2,51
1062,52,27984,180.01896103896104,180.3176623376623,0,0,Beverages,Italian,0.9983,0.3,180.02,72.01,3.601,90.01,2,52
1062,53,29274,180.12363636363636,180.20155844155846,0,0,Beverages,Italian,0.9996,0.08,180.12,72.05,3.602,90.06,2,1
1062,54,14014,179.97342105263158,180.15763157894736,0,0,Beverages,Italian,0.999,0.18,179.97,71.99,3.6,89.99,2,2
1062,55,32036,180.51298701298703,180.34415584415584,0,0,Beverages,Italian,1.0009,-0.17,180.51,72.21,3.61,90.26,2,3
1062,56,34611,176.32194805194806,176.64441558441558,0,0,Beverages,Italian,0.9982,0.32,176.32,70.53,3.527,88.16,2,4
1062,57,43223,158.89857142857144,172.25181818181818,0,0,Beverages,Italian,0.9225,13.35,158.9,63.56,3.178,79.45,2,5
1062,58,40376,157.26610389610389,170.80155844155843,0,0,Beverages,Italian,0.9208,13.54,157.27,62.91,3.146,78.63,2,6
1062,59,38976,158.3316883116883,170.34805194805193,0,0,Beverages,Italian,0.9295,12.02,158.33,63.33,3.166,79.17,2,7
1062,60,36006,158.41948051948052,170.30987012987015,0,0,Beverages,Italian,0.9302,11.89,158.42,63.37,3.168,79.21,2,8
1062,61,43542,158.64506493506494,169.9716883116883,0,0,Beverages,Italian,0.9334,11.33,158.65,63.46,3.173,79.32,2,9
1062,62,14091,177.46285714285713,177.5277922077922,0,0,Beverages,Italian,0.9996,0.06,177.46,70.99,3.55,88.73,2,10
1062,63,29065,180.47636363636363,180.4114285714286,0,0,Beverages,Italian,1.0004,-0.06,180.48,72.19,3.61,90.24,2,11
1062,64,29170,180.212987012987,180.34285714285713,0,0,Beverages,Italian,0.9993,0.13,180.21,72.09,3.605,90.11,2,12
1062,65,35609,169.5009090909091,179.21155844155842,0,0,Beverages,Italian,0.9458,9.71,169.5,67.8,3.39,84.75,2,13
1062,66,38611,169.46467532467534,179.07999999999998,0,0,Beverages,Italian,0.9463,9.62,169.46,67.79,3.39,84.73,2,14
1062,67,38759,169.84376623376622,178.93636363636364,0,0,Beverages,Italian,0.9492,9.09,169.84,67.94,3.397,84.92,2,15
1062,68,30914,169.62012987012986,178.29545454545453,0,0,Beverages,Italian,0.9513,8.68,169.62,67.85,3.392,84.81,2,16
1062,69,23862,179.32766233766233,179.28870129870128,0,0,Beverages,Italian,1.0002,-0.04,179.33,71.73,3.587,89.66,2,17
1062,70,24704,178.3816883116883,178.4725974025974,0,0,Beverages,Italian,0.9995,0.09,178.38,71.35,3.568,89.19,2,18
1062,71,24898,178.48519480519482,178.39428571428573,0,0,Beverages,Italian,1.0005,-0.09,178.49,71.39,3.57,89.24,2,19
1062,72,30385,179.1764935064935,179.12571428571428,0,1,Beverages,Italian,1.0003,-0.05,179.18,71.67,3.584,89.59,2,20
1062,73,28475,179.08116883116884,179.12103896103895,0,1,Beverages,Italian,0.9998,0.04,179.08,71.63,3.582,89.54,2,21
1062,74,34918,176.4112987012987,178.62259740259742,0,1,Beverages,Italian,0.9876,2.21,176.41,70.56,3.528,88.21,2,22
1062,75,29622,177.44714285714286,178.36948051948053,0,1,Beverages,Italian,0.9948,0.92,177.45,70.98,3.549,88.72,2,23
1062,76,25171,179.9803896103896,180.08584415584417,0,1,Beverages,Italian,0.9994,0.11,179.98,71.99,3.6,89.99,2,24
1062,77,26771,179.62012987012986,179.76298701298703,0,0,Beverages,Italian,0.9992,0.14,179.62,71.85,3.592,89.81,2,25
1062,78,27775,179.82402597402597,179.7331168831169,0,0,Beverages,Italian,1.0005,-0.09,179.82,71.93,3.597,89.91,2,26
1062,79,27986,179.30402597402596,179.3433766233766,0,1,Beverages,Italian,0.9998,0.04,179.3,71.72,3.586,89.65,2,27
1062,80,30776,179.96025974025974,180.0122077922078,0,0,Beverages,Italian,0.9997,0.05,179.96,71.98,3.599,89.98,2,28
1062,81,25494,179.80675324675323,179.85870129870128,0,0,Beverages,Italian,0.9997,0.05,179.81,71.92,3.596,89.9,2,29
1062,82,28957,180.1590909090909,180.0292207792208,0,0,Beverages,Italian,1.0007,-0.13,180.16,72.06,3.603,90.08,2,30
1062,83,35893,173.2564935064935,175.05311688311687,0,0,Beverages,Italian,0.9897,1.8,173.26,69.3,3.465,86.63,2,31
1062,84,34014,179.51896103896104,179.44103896103894,0,0,Beverages,Italian,1.0004,-0.08,179.52,71.81,3.591,89.76,2,32
1062,85,31185,179.50558441558442,179.42766233766235,0,0,Beverages,Italian,1.0004,-0.08,179.51,71.8,3.59,89.75,2,33
1062,86,30256,178.99657894736842,179.67144736842104,0,0,Beverages,Italian,0.9962,0.67,179.0,71.6,3.58,89.5,2,34
1062,87,31663,179.40441558441557,179.36545454545453,0,0,Beverages,Italian,1.0002,-0.04,179.4,71.76,3.588,89.7,2,35
1062,88,37676,159.98909090909092,174.2320779220779,0,1,Beverages,Italian,0.9183,14.24,159.99,64.0,3.2,79.99,2,36
1062,89,35480,158.91675324675325,172.28571428571428,0,1,Beverages,Italian,0.9224,13.37,158.92,63.57,3.178,79.46,2,37
1062,90,31521,158.94857142857143,171.82155844155844,0,0,Beverages,Italian,0.9251,12.87,158.95,63.58,3.179,79.47,2,38
1062,91,34444,159.18636363636364,170.7507792207792,0,0,Beverages,Italian,0.9323,11.56,159.19,63.67,3.184,79.59,2,39
1062,92,30601,158.37467532467534,169.82012987012988,0,0,Beverages,Italian,0.9326,11.45,158.37,63.35,3.168,79.19,2,40
1062,93,33567,159.35090909090908,169.93194805194804,0,0,Beverages,Italian,0.9377,10.58,159.35,63.74,3.187,79.68,2,41
1062,94,32439,159.3009090909091,163.39272727272726,1,0,Beverages,Italian,0.975,4.09,159.3,63.72,3.186,79.65,2,42
1062,95,31819,159.32610389610392,159.5638961038961,0,1,Beverages,Italian,0.9985,0.24,159.33,63.73,3.186,79.66,2,43
1062,96,33901,159.2733766233766,159.2603896103896,0,0,Beverages,Italian,1.0001,-0.01,159.27,63.71,3.186,79.64,2,44
1062,97,15637,159.28285714285715,159.68467532467534,0,1,Beverages,Italian,0.9975,0.4,159.28,63.71,3.186,79.64,2,45
1062,98,33380,158.82415584415585,158.69428571428574,0,0,Beverages,Italian,1.0008,-0.13,158.82,63.53,3.177,79.41,2,46
1062,99,27024,158.93558441558443,158.8057142857143,0,1,Beverages,Italian,1.0008,-0.13,158.94,63.57,3.178,79.47,2,47
1062,100,37662,159.27454545454546,159.27454545454546,0,0,Beverages,Italian,1.0,0.0,159.27,63.71,3.186,79.64,2,48
1062,101,28761,159.32415584415585,159.43987012987014,1,0,Beverages,Italian,0.9993,0.12,159.32,63.73,3.186,79.66,2,49
1062,102,25903,158.597012987013,158.997012987013,1,0,Beverages,Italian,0.9975,0.4,158.6,63.44,3.172,79.3,2,50
1062,103,22566,159.10844155844157,159.60324675324676,1,0,Beverages,Italian,0.9969,0.49,159.11,63.64,3.182,79.55,2,51
1062,104,30753,159.07454545454544,159.03558441558442,0,0,Beverages,Italian,1.0002,-0.04,159.07,63.63,3.182,79.54,2,52
1062,105,33598,158.89701298701297,158.93597402597402,0,0,Beverages,Italian,0.9998,0.04,158.9,63.56,3.178,79.45,2,1
1062,106,32992,159.07337662337662,158.90454545454546,0,0,Beverages,Italian,1.0011,-0.17,159.07,63.63,3.182,79.54,2,2
1062,107,32850,159.30207792207793,159.09428571428572,0,0,Beverages,Italian,1.0013,-0.21,159.3,63.72,3.186,79.65,2,3
1062,108,30996,160.09649350649352,159.95363636363638,0,0,Beverages,Italian,1.0009,-0.14,160.1,64.04,3.202,80.05,2,4
1062,109,36387,171.28428571428572,171.54402597402597,0,0,Beverages,Italian,0.9985,0.26,171.28,68.51,3.426,85.64,2,5
1062,110,28911,179.90597402597402,180.04883116883119,0,0,Beverages,Italian,0.9992,0.14,179.91,71.96,3.598,89.95,2,6
1062,111,29055,179.78116883116883,179.83311688311687,0,0,Beverages,Italian,0.9997,0.05,179.78,71.91,3.596,89.89,2,7
1062,112,31861,179.2261038961039,179.18714285714285,0,0,Beverages,Italian,1.0002,-0.04,179.23,71.69,3.585,89.61,2,8
1062,113,46686,158.72142857142856,178.14662337662335,0,1,Beverages,Italian,0.891,19.43,158.72,63.49,3.174,79.36,2,9
1062,114,46582,158.6025974025974,178.10766233766233,1,1,Beverages,Italian,0.8905,19.51,158.6,63.44,3.172,79.3,2,10
1062,115,36265,158.3896103896104,176.53181818181818,0,1,Beverages,Italian,0.8972,18.14,158.39,63.36,3.168,79.19,2,11
1062,116,40022,158.41909090909093,176.40194805194807,1,1,Beverages,Italian,0.8981,17.98,158.42,63.37,3.168,79.21,2,12
1062,117,30489,179.19649350649348,179.69454545454545,0,1,Beverages,Italian,0.9972,0.5,179.2,71.68,3.584,89.6,2,13
1062,118,30076,179.2638961038961,179.5422077922078,0,1,Beverages,Italian,0.9984,0.28,179.26,71.71,3.585,89.63,2,14
1062,119,31806,183.52064935064936,183.53363636363636,0,0,Beverages,Italian,0.9999,0.01,183.52,73.41,3.67,91.76,2,15
1062,120,28585,183.8883116883117,183.87532467532466,0,0,Beverages,Italian,1.0001,-0.01,183.89,73.56,3.678,91.94,2,16
1062,121,27007,183.472987012987,183.60285714285715,0,0,Beverages,Italian,0.9993,0.13,183.47,73.39,3.67,91.74,2,17
1062,122,26637,182.46792207792208,182.41597402597404,0,0,Beverages,Italian,1.0003,-0.05,182.47,72.99,3.649,91.23,2,18
1062,123,26799,182.98519480519482,182.92025974025975,0,0,Beverages,Italian,1.0004,-0.06,182.99,73.19,3.66,91.49,2,19
1062,124,23890,182.6183116883117,182.50103896103897,0,1,Beverages,Italian,1.0006,-0.12,182.62,73.05,3.652,91.31,2,20
1062,125,25816,183.09025974025974,182.8431168831169,0,1,Beverages,Italian,1.0014,-0.25,183.09,73.24,3.662,91.55,2,21
1062,126,33633,183.95285714285714,183.822987012987,0,1,Beverages,Italian,1.0007,-0.13,183.95,73.58,3.679,91.98,2,22
1062,127,33497,183.30571428571426,183.50051948051947,0,0,Beverages,Italian,0.9989,0.19,183.31,73.32,3.666,91.65,2,23
1062,128,30541,183.20688311688312,183.37571428571428,0,0,Beverages,Italian,0.9991,0.17,183.21,73.28,3.664,91.6,2,24
1062,129,27623,183.52064935064936,183.63636363636363,0,1,Beverages,Italian,0.9994,0.12,183.52,73.41,3.67,91.76,2,25
1062,130,31678,183.91116883116882,184.07999999999998,0,1,Beverages,Italian,0.9991,0.17,183.91,73.56,3.678,91.96,2,26
1062,131,32713,183.92610389610388,184.05675324675323,0,1,Beverages,Italian,0.9993,0.13,183.93,73.57,3.678,91.96,2,27
1062,132,41962,158.8387012987013,183.99181818181816,1,1,Beverages,Italian,0.8633,25.15,158.84,63.54,3.177,79.42,2,28
1062,133,34603,159.17454545454547,182.9505194805195,0,1,Beverages,Italian,0.87,23.78,159.17,63.67,3.184,79.59,2,29
1062,134,34036,158.76480519480518,181.54246753246753,0,1,Beverages,Italian,0.8745,22.78,158.76,63.51,3.176,79.38,2,30
1062,135,34293,172.42623376623376,180.43506493506493,0,0,Beverages,Italian,0.9556,8.01,172.43,68.97,3.448,86.21,2,31
1062,136,33761,170.51337662337664,178.28207792207792,0,0,Beverages,Italian,0.9564,7.77,170.51,68.21,3.41,85.26,2,32
1062,137,30233,170.9618181818182,178.10571428571427,0,0,Beverages,Italian,0.9599,7.14,170.96,68.38,3.419,85.48,2,33
1062,138,26498,181.7987012987013,181.74675324675326,0,0,Beverages,Italian,1.0003,-0.05,181.8,72.72,3.636,90.9,2,34
1062,139,31280,183.08324675324675,182.99233766233766,0,0,Beverages,Italian,1.0005,-0.09,183.08,73.23,3.662,91.54,2,35
1062,140,33077,182.99116883116884,183.09506493506493,0,0,Beverages,Italian,0.9994,0.1,182.99,73.2,3.66,91.5,2,36
1062,141,32729,179.0851948051948,179.84727272727272,0,0,Beverages,Italian,0.9958,0.76,179.09,71.63,3.582,89.54,2,37
1062,142,34990,172.17194805194805,174.54376623376623,0,0,Beverages,Italian,0.9864,2.37,172.17,68.87,3.444,86.09,2,38
1062,143,37333,172.3620779220779,174.7622077922078,0,0,Beverages,Italian,0.9863,2.4,172.36,68.94,3.447,86.18,2,39
1062,144,35981,172.0487012987013,173.81272727272727,0,0,Beverages,Italian,0.9899,1.76,172.05,68.82,3.441,86.02,2,40
1062,145,36144,172.45376623376623,173.10064935064935,1,1,Beverages,Italian,0.9963,0.65,172.45,68.98,3.449,86.23,2,41
1109,1,63984,265.71194805194807,289.4636363636364,1,1,Rice Bowl,Indian,0.9179,23.75,265.71,106.28,5.314,132.86,2,1
1109,2,51122,260.83207792207793,285.4757142857143,1,1,Rice Bowl,Indian,0.9137,24.64,260.83,104.33,5.216,130.42,2,2
1109,3,36119,306.6842857142857,306.6416883116883,0,1,Rice Bowl,Indian,1.0001,-0.04,306.68,122.67,6.134,153.34,2,3
1109,4,37688,307.0153246753247,307.0492207792208,0,1,Rice Bowl,Indian,0.9999,0.03,307.02,122.81,6.14,153.51,2,4
1109,5,44633,178.41105263157894,307.0840789473684,0,0,Rice Bowl,Indian,0.581,128.67,178.41,71.36,3.568,89.21,2,5
1109,6,45541,161.29644736842107,307.2288157894737,0,0,Rice Bowl,Indian,0.525,145.93,161.3,64.52,3.226,80.65,2,6
1109,7,48019,209.37644736842105,306.6309210526316,0,0,Rice Bowl,Indian,0.6828,97.25,209.38,83.75,4.188,104.69,2,7
1109,8,43968,230.69934210526318,306.3911842105263,0,1,Rice Bowl,Indian,0.753,75.69,230.7,92.28,4.614,115.35,2,8
1109,9,45969,245.49105263157895,303.24118421052634,0,0,Rice Bowl,Indian,0.8096,57.75,245.49,98.2,4.91,122.75,2,9
1109,10,39740,260.62894736842105,299.55934210526317,0,0,Rice Bowl,Indian,0.87,38.93,260.63,104.25,5.212,130.31,2,10
1109,11,42484,267.5813157894737,272.7763157894737,0,0,Rice Bowl,Indian,0.981,5.19,267.58,107.03,5.352,133.79,2,11
1109,12,40951,270.1327631578947,277.0694736842105,0,0,Rice Bowl,Indian,0.975,6.94,270.13,108.05,5.402,135.07,2,12
1109,13,42698,275.74328947368423,283.5810526315789,0,0,Rice Bowl,Indian,0.9724,7.84,275.74,110.3,5.515,137.87,2,13
1109,14,39409,268.5807894736842,282.4044736842105,0,0,Rice Bowl,Indian,0.9511,13.82,268.58,107.43,5.372,134.29,2,14
1109,15,38531,270.9411842105263,281.9832894736842,0,0,Rice Bowl,Indian,0.9608,11.04,270.94,108.38,5.419,135.47,2,15
1109,16,34106,308.0911842105263,308.22276315789475,0,0,Rice Bowl,Indian,0.9996,0.13,308.09,123.24,6.162,154.05,2,16
1109,17,32878,298.3696052631579,306.96447368421053,0,1,Rice Bowl,Indian,0.972,8.59,298.37,119.35,5.968,149.18,2,17
1109,18,43302,240.42605263157895,304.4217105263158,0,0,Rice Bowl,Indian,0.7898,64.0,240.43,96.17,4.808,120.21,2,18
1109,19,103362,216.26342105263157,304.31644736842105,1,1,Rice Bowl,Indian,0.7107,88.05,216.26,86.51,4.326,108.13,2,19
1109,20,46552,227.5515789473684,303.5263157894737,0,1,Rice Bowl,Indian,0.7497,75.97,227.55,91.02,4.551,113.78,2,20
1109,21,44404,255.1380263157895,300.3846052631579,0,1,Rice Bowl,Indian,0.8494,45.25,255.14,102.06,5.103,127.57,2,21
1109,22,44151,265.0577631578947,296.6728947368421,0,1,Rice Bowl,Indian,0.8934,31.62,265.06,106.02,5.301,132.53,2,22
1109,23,41410,275.7242105263158,291.365,0,1,Rice Bowl,Indian,0.9463,15.64,275.72,110.29,5.515,137.86,2,23
1109,24,33861,276.07394736842105,289.8082894736842,0,1,Rice Bowl,Indian,0.9526,13.73,276.07,110.43,5.522,138.04,2,24
1109,25,28622,276.69144736842105,285.4269736842105,0,1,Rice Bowl,Indian,0.9694,8.74,276.69,110.68,5.534,138.35,2,25
1109,26,31003,276.2096052631579,284.7497368421053,0,0,Rice Bowl,Indian,0.97,8.54,276.21,110.48,5.524,138.1,2,26
1109,27,36585,279.485,287.8036842105263,0,0,Rice Bowl,Indian,0.9711,8.32,279.48,111.79,5.59,139.74,2,27
1109,28,37683,277.2681578947369,284.1115789473684,0,1,Rice Bowl,Indian,0.9759,6.84,277.27,110.91,5.546,138.63,2,28
1109,29,35526,307.0461842105263,307.25671052631577,0,0,Rice Bowl,Indian,0.9993,0.21,307.05,122.82,6.141,153.52,2,29
1109,30,84489,245.14155844155846,305.98194805194805,1,1,Rice Bowl,Indian,0.8012,60.84,245.14,98.06,4.903,122.57,2,30
1109,31,50784,220.20896103896104,305.6674025974026,0,1,Rice Bowl,Indian,0.7204,85.46,220.21,88.08,4.404,110.1,2,31
1109,32,55283,211.15454545454546,305.08909090909094,0,0,Rice Bowl,Indian,0.6921,93.93,211.15,84.46,4.223,105.58,2,32
1109,33,43061,226.5214285714286,304.62454545454545,0,0,Rice Bowl,Indian,0.7436,78.1,226.52,90.61,4.53,113.26,2,33
1109,34,37016,250.76909090909092,302.80584415584417,0,0,Rice Bowl,Indian,0.8282,52.04,250.77,100.31,5.016,125.38,2,34
1109,35,17191,269.5903896103896,298.3727272727273,0,0,Rice Bowl,Indian,0.9035,28.78,269.59,107.84,5.392,134.8,2,35
1109,36,39965,276.492987012987,295.3718181818182,0,0,Rice Bowl,Indian,0.9361,18.88,276.49,110.6,5.53,138.25,2,36
1109,37,36978,281.95714285714286,290.31584415584416,0,0,Rice Bowl,Indian,0.9712,8.36,281.96,112.78,5.639,140.98,2,37
1109,38,35899,287.4161038961039,291.49922077922076,0,0,Rice Bowl,Indian,0.986,4.08,287.42,114.97,5.748,143.71,2,38
1109,39,38749,283.54753246753245,290.6284415584415,0,0,Rice Bowl,Indian,0.9756,7.08,283.55,113.42,5.671,141.77,2,39
1109,40,37707,282.09805194805193,291.31896103896105,0,0,Rice Bowl,Indian,0.9683,9.22,282.1,112.84,5.642,141.05,2,40
1109,41,100079,236.4966233766234,291.29298701298706,1,1,Rice Bowl,Indian,0.8119,54.8,236.5,94.6,4.73,118.25,2,41
1109,42,31038,311.0964935064935,311.84285714285716,0,1,Rice Bowl,Indian,0.9976,0.75,311.1,124.44,6.222,155.55,2,42
1109,43,33024,313.57428571428574,314.3225974025974,0,1,Rice Bowl,Indian,0.9976,0.75,313.57,125.43,6.272,156.79,2,43
1109,44,42472,252.1342857142857,310.35324675324676,0,1,Rice Bowl,Indian,0.8124,58.22,252.13,100.85,5.042,126.07,2,44
1109,45,60694,249.84909090909093,308.1435064935065,0,1,Rice Bowl,Indian,0.8108,58.29,249.85,99.94,4.997,124.92,2,45
1109,46,95574,217.49545454545458,307.7798701298701,1,1,Rice Bowl,Indian,0.7067,90.28,217.5,87.0,4.35,108.75,2,46
1109,47,66081,227.55324675324673,307.9227272727273,1,1,Rice Bowl,Indian,0.739,80.37,227.55,91.02,4.551,113.78,2,47
1109,48,48376,251.8512987012987,306.20870129870127,0,1,Rice Bowl,Indian,0.8225,54.36,251.85,100.74,5.037,125.93,2,48
1109,49,43769,252.29688311688312,304.8544155844156,0,0,Rice Bowl,Indian,0.8276,52.56,252.3,100.92,5.046,126.15,2,49
1109,50,34783,290.78000000000003,303.24233766233766,0,0,Rice Bowl,Indian,0.9589,12.46,290.78,116.31,5.816,145.39,2,50
1109,51,28361,295.63077922077923,302.54792207792207,0,0,Rice Bowl,Indian,0.9771,6.92,295.63,118.25,5.913,147.82,2,51
1109,52,36826,296.41025974025973,300.33870129870127,0,0,Rice Bowl,Indian,0.9869,3.93,296.41,118.56,5.928,148.21,2,52
1109,53,38044,287.3916883116883,297.7097402597403,0,0,Rice Bowl,Indian,0.9653,10.32,287.39,114.96,5.748,143.7,2,1
1109,54,16990,284.83363636363634,294.327012987013,0,0,Rice Bowl,Indian,0.9677,9.49,284.83,113.93,5.696,142.42,2,2
1109,55,75244,253.5168831168831,294.37896103896105,1,1,Rice Bowl,Indian,0.8612,40.86,253.52,101.41,5.07,126.76,2,3
1109,56,33162,314.4142857142857,315.2650649350649,0,1,Rice Bowl,Indian,0.9973,0.85,314.41,125.77,6.288,157.21,2,4
1109,57,45970,225.69870129870128,314.24857142857144,0,1,Rice Bowl,Indian,0.7182,88.55,225.7,90.28,4.514,112.85,2,5
1109,58,46565,167.80142857142857,314.17064935064934,0,1,Rice Bowl,Indian,0.5341,146.37,167.8,67.12,3.356,83.9,2,6
1109,59,38813,190.6416883116883,313.6438961038961,0,1,Rice Bowl,Indian,0.6078,123.0,190.64,76.26,3.813,95.32,2,7
1109,60,41388,228.41974025974025,311.7302597402597,0,0,Rice Bowl,Indian,0.7327,83.31,228.42,91.37,4.568,114.21,2,8
1109,61,40304,250.2774025974026,308.66792207792207,0,0,Rice Bowl,Indian,0.8108,58.39,250.28,100.11,5.006,125.14,2,9
