meal_id,week,num_orders,checkout_price,base_price,emailer_for_promotion,homepage_featured,category,cuisine,price_ratio,price_discount,selling_price,unit_cost,holding_cost,shortage_cost,shelf_life_weeks,week_of_year,lag_1,lag_4,rolling_4,rolling_8
1062,19,40004,158.50973684210527,177.92565789473684,0,1,Beverages,Italian,0.8909,19.42,158.51,63.4,3.17,79.25,2,19,37932.0,24316.0,31187.25,30429.0
1062,20,38499,158.79013157894738,177.4753947368421,0,1,Beverages,Italian,0.8947,18.69,158.79,63.52,3.176,79.4,2,20,40004.0,23879.0,35109.25,30546.625
1062,21,44479,158.84039473684211,176.79973684210526,0,1,Beverages,Italian,0.8984,17.96,158.84,63.54,3.177,79.42,2,21,38499.0,38622.0,38764.25,31426.75
1062,22,43709,159.38118421052633,176.31078947368422,0,1,Beverages,Italian,0.904,16.93,159.38,63.75,3.188,79.69,2,22,44479.0,37932.0,40228.5,33749.5
1062,23,44539,159.5482894736842,175.47,0,1,Beverages,Italian,0.9093,15.92,159.55,63.82,3.191,79.77,2,23,43709.0,40004.0,41672.75,36430.0
1062,24,29212,176.4575,176.36539473684212,0,1,Beverages,Italian,1.0005,-0.09,176.46,70.58,3.529,88.23,2,24,44539.0,38499.0,42806.5,38957.875
1062,25,31353,180.1588157894737,180.02723684210525,0,1,Beverages,Italian,1.0007,-0.13,180.16,72.06,3.603,90.08,2,25,29212.0,44479.0,40484.75,39624.5
1062,26,33708,179.9657894736842,179.97894736842105,0,0,Beverages,Italian,0.9999,0.01,179.97,71.99,3.6,89.98,2,26,31353.0,43709.0,37203.25,38715.875
1062,27,32576,179.69460526315788,179.49723684210525,0,0,Beverages,Italian,1.0011,-0.2,179.69,71.88,3.594,89.85,2,27,33708.0,44539.0,34703.0,38187.875
1062,28,31618,180.1444736842105,180.03921052631577,0,0,Beverages,Italian,1.0006,-0.11,180.14,72.06,3.603,90.07,2,28,32576.0,29212.0,31712.25,37259.375
1062,29,32685,176.38855263157896,176.57276315789474,0,0,Beverages,Italian,0.999,0.18,176.39,70.56,3.528,88.19,2,29,31618.0,31353.0,32313.75,36399.25
1062,30,43038,159.32766233766233,171.16532467532468,0,0,Beverages,Italian,0.9308,11.84,159.33,63.73,3.186,79.66,2,30,32685.0,33708.0,32646.75,34925.0
1062,31,41111,158.1896103896104,169.53753246753246,0,0,Beverages,Italian,0.9331,11.35,158.19,63.28,3.164,79.09,2,31,43038.0,32576.0,34979.25,34841.125
1062,32,50624,157.8235064935065,169.61584415584414,1,1,Beverages,Italian,0.9305,11.79,157.82,63.13,3.157,78.91,2,32,41111.0,31618.0,37113.0,34412.625
1062,33,42028,158.69662337662336,168.89818181818183,0,1,Beverages,Italian,0.9396,10.2,158.7,63.48,3.174,79.35,2,33,50624.0,32685.0,41864.5,37089.125
1062,34,40811,158.68051948051948,168.62259740259742,0,1,Beverages,Italian,0.941,9.94,158.68,63.47,3.174,79.34,2,34,42028.0,43038.0,44200.25,38423.5
1062,35,40486,159.5009090909091,169.0466233766234,0,1,Beverages,Italian,0.9435,9.55,159.5,63.8,3.19,79.75,2,35,40811.0,41111.0,43643.5,39311.375
1062,36,42639,158.93129870129872,168.59272727272727,0,0,Beverages,Italian,0.9427,9.66,158.93,63.57,3.178,79.47,2,36,40486.0,50624.0,43487.25,40300.125
1062,37,29668,177.38454545454547,177.68324675324675,0,0,Beverages,Italian,0.9983,0.3,177.38,70.95,3.548,88.69,2,37,42639.0,42028.0,41491.0,41677.75
1062,38,29807,180.15155844155845,180.15155844155845,0,0,Beverages,Italian,1.0,0.0,180.15,72.06,3.603,90.08,2,38,29668.0,40811.0,38401.0,41300.625
1062,39,32766,180.16064935064935,180.2255844155844,0,0,Beverages,Italian,0.9996,0.06,180.16,72.06,3.603,90.08,2,39,29807.0,40486.0,35650.0,39646.75
1062,40,32592,179.84337662337663,179.85636363636365,0,0,Beverages,Italian,0.9999,0.01,179.84,71.94,3.597,89.92,2,40,32766.0,42639.0,33720.0,38603.625
1062,41,34062,179.63272727272727,179.50285714285712,0,0,Beverages,Italian,1.0007,-0.13,179.63,71.85,3.592,89.82,2,41,32592.0,29668.0,31208.25,36349.625
1062,42,30989,180.21103896103895,180.19805194805195,0,0,Beverages,Italian,1.0001,-0.01,180.21,72.08,3.604,90.11,2,42,34062.0,29807.0,32306.75,35353.875
1062,43,31137,180.15948051948052,180.10753246753248,0,0,Beverages,Italian,1.0003,-0.05,180.16,72.06,3.603,90.08,2,43,30989.0,32766.0,32602.25,34126.125
1062,44,33788,178.95090909090908,178.82103896103897,0,0,Beverages,Italian,1.0007,-0.13,178.95,71.58,3.579,89.48,2,44,31137.0,32592.0,32195.0,32957.5
1062,45,39647,168.5931168831169,178.88987012987013,0,0,Beverages,Italian,0.9424,10.3,168.59,67.44,3.372,84.3,2,45,33788.0,34062.0,32494.0,31851.125
1062,46,38049,168.26987012987013,178.617012987013,0,0,Beverages,Italian,0.9421,10.35,168.27,67.31,3.366,84.13,2,46,39647.0,30989.0,33890.25,33098.5
1062,47,30739,169.71857142857144,179.65363636363637,0,0,Beverages,Italian,0.9447,9.94,169.72,67.89,3.395,84.86,2,47,38049.0,31137.0,35655.25,34128.75
1062,48,30967,179.97129870129868,179.93233766233766,0,0,Beverages,Italian,1.0002,-0.04,179.97,71.99,3.6,89.99,2,48,30739.0,33788.0,35555.75,33875.375
1062,49,26238,179.40636363636364,179.47129870129868,0,0,Beverages,Italian,0.9996,0.06,179.41,71.76,3.588,89.7,2,49,30967.0,39647.0,34850.5,33672.25
1062,50,26396,179.72363636363636,179.59376623376622,0,0,Beverages,Italian,1.0007,-0.13,179.72,71.89,3.594,89.86,2,50,26238.0,38049.0,31498.25,32694.25
1062,51,9725,179.56934210526316,179.8732894736842,0,0,Beverages,Italian,0.9983,0.3,179.57,71.83,3.592,89.78,2,51,26396.0,30739.0,28585.0,32120.125
1062,52,27984,180.01896103896104,180.3176623376623,0,0,Beverages,Italian,0.9983,0.3,180.02,72.01,3.601,90.01,2,52,9725.0,30967.0,23331.5,29443.625
1062,53,29274,180.12363636363636,180.20155844155846,0,0,Beverages,Italian,0.9996,0.08,180.12,72.05,3.602,90.06,2,1,27984.0,26238.0,22585.75,28718.125
1062,54,14014,179.97342105263158,180.15763157894736,0,0,Beverages,Italian,0.999,0.18,179.97,71.99,3.6,89.99,2,2,29274.0,26396.0,23344.75,27421.5
1062,55,32036,180.51298701298703,180.34415584415584,0,0,Beverages,Italian,1.0009,-0.17,180.51,72.21,3.61,90.26,2,3,14014.0,9725.0,20249.25,24417.125
1062,56,34611,176.32194805194806,176.64441558441558,0,0,Beverages,Italian,0.9982,0.32,176.32,70.53,3.527,88.16,2,4,32036.0,27984.0,25827.0,24579.25
1062,57,43223,158.89857142857144,172.25181818181818,0,0,Beverages,Italian,0.9225,13.35,158.9,63.56,3.178,79.45,2,5,34611.0,29274.0,27483.75,25034.75
1062,58,40376,157.26610389610389,170.80155844155843,0,0,Beverages,Italian,0.9208,13.54,157.27,62.91,3.146,78.63,2,6,43223.0,14014.0,30971.0,27157.875
1062,59,38976,158.3316883116883,170.34805194805193,0,0,Beverages,Italian,0.9295,12.02,158.33,63.33,3.166,79.17,2,7,40376.0,32036.0,37561.5,28905.375
1062,60,36006,158.41948051948052,170.30987012987015,0,0,Beverages,Italian,0.9302,11.89,158.42,63.37,3.168,79.21,2,8,38976.0,34611.0,39296.5,32561.75
1062,61,43542,158.64506493506494,169.9716883116883,0,0,Beverages,Italian,0.9334,11.33,158.65,63.46,3.173,79.32,2,9,36006.0,43223.0,39645.25,33564.5
1062,62,14091,177.46285714285713,177.5277922077922,0,0,Beverages,Italian,0.9996,0.06,177.46,70.99,3.55,88.73,2,10,43542.0,40376.0,39725.0,35348.0
1062,63,29065,180.47636363636363,180.4114285714286,0,0,Beverages,Italian,1.0004,-0.06,180.48,72.19,3.61,90.24,2,11,14091.0,38976.0,33153.75,35357.625
1062,64,29170,180.212987012987,180.34285714285713,0,0,Beverages,Italian,0.9993,0.13,180.21,72.09,3.605,90.11,2,12,29065.0,36006.0,30676.0,34986.25
1062,65,35609,169.5009090909091,179.21155844155842,0,0,Beverages,Italian,0.9458,9.71,169.5,67.8,3.39,84.75,2,13,29170.0,43542.0,28967.0,34306.125
1062,66,38611,169.46467532467534,179.07999999999998,0,0,Beverages,Italian,0.9463,9.62,169.46,67.79,3.39,84.73,2,14,35609.0,14091.0,26983.75,33354.375
1062,67,38759,169.84376623376622,178.93636363636364,0,0,Beverages,Italian,0.9492,9.09,169.84,67.94,3.397,84.92,2,15,38611.0,29065.0,33113.75,33133.75
1062,68,30914,169.62012987012986,178.29545454545453,0,0,Beverages,Italian,0.9513,8.68,169.62,67.85,3.392,84.81,2,16,38759.0,29170.0,35537.25,33106.625
1062,69,23862,179.32766233766233,179.28870129870128,0,0,Beverages,Italian,1.0002,-0.04,179.33,71.73,3.587,89.66,2,17,30914.0,35609.0,35973.25,32470.125
1062,70,24704,178.3816883116883,178.4725974025974,0,0,Beverages,Italian,0.9995,0.09,178.38,71.35,3.568,89.19,2,18,23862.0,38611.0,33036.5,30010.125
1062,71,24898,178.48519480519482,178.39428571428573,0,0,Beverages,Italian,1.0005,-0.09,178.49,71.39,3.57,89.24,2,19,24704.0,38759.0,29559.75,31336.75
1062,72,30385,179.1764935064935,179.12571428571428,0,1,Beverages,Italian,1.0003,-0.05,179.18,71.67,3.584,89.59,2,20,24898.0,30914.0,26094.5,30815.875
1062,73,28475,179.08116883116884,179.12103896103895,0,1,Beverages,Italian,0.9998,0.04,179.08,71.63,3.582,89.54,2,21,30385.0,23862.0,25962.25,30967.75
1062,74,34918,176.4112987012987,178.62259740259742,0,1,Beverages,Italian,0.9876,2.21,176.41,70.56,3.528,88.21,2,22,28475.0,24704.0,27115.5,30076.0
1062,75,29622,177.44714285714286,178.36948051948053,0,1,Beverages,Italian,0.9948,0.92,177.45,70.98,3.549,88.72,2,23,34918.0,24898.0,29669.0,29614.375
1062,76,25171,179.9803896103896,180.08584415584417,0,1,Beverages,Italian,0.9994,0.11,179.98,71.99,3.6,89.99,2,24,29622.0,30385.0,30850.0,28472.25
1062,77,26771,179.62012987012986,179.76298701298703,0,0,Beverages,Italian,0.9992,0.14,179.62,71.85,3.592,89.81,2,25,25171.0,28475.0,29546.5,27754.375
1062,78,27775,179.82402597402597,179.7331168831169,0,0,Beverages,Italian,1.0005,-0.09,179.82,71.93,3.597,89.91,2,26,26771.0,34918.0,29120.5,28118.0
1062,79,27986,179.30402597402596,179.3433766233766,0,1,Beverages,Italian,0.9998,0.04,179.3,71.72,3.586,89.65,2,27,27775.0,29622.0,27334.75,28501.875
1062,80,30776,179.96025974025974,180.0122077922078,0,0,Beverages,Italian,0.9997,0.05,179.96,71.98,3.599,89.98,2,28,27986.0,25171.0,26925.75,28887.875
1062,81,25494,179.80675324675323,179.85870129870128,0,0,Beverages,Italian,0.9997,0.05,179.81,71.92,3.596,89.9,2,29,30776.0,26771.0,28327.0,28936.75
1062,82,28957,180.1590909090909,180.0292207792208,0,0,Beverages,Italian,1.0007,-0.13,180.16,72.06,3.603,90.08,2,30,25494.0,27775.0,28007.75,28564.125
1062,83,35893,173.2564935064935,175.05311688311687,0,0,Beverages,Italian,0.9897,1.8,173.26,69.3,3.465,86.63,2,31,28957.0,27986.0,28303.25,27819.0
1062,84,34014,179.51896103896104,179.44103896103894,0,0,Beverages,Italian,1.0004,-0.08,179.52,71.81,3.591,89.76,2,32,35893.0,30776.0,30280.0,28602.875
1062,85,31185,179.50558441558442,179.42766233766235,0,0,Beverages,Italian,1.0004,-0.08,179.51,71.8,3.59,89.75,2,33,34014.0,25494.0,31089.5,29708.25
1062,86,30256,178.99657894736842,179.67144736842104,0,0,Beverages,Italian,0.9962,0.67,179.0,71.6,3.58,89.5,2,34,31185.0,28957.0,32512.25,30260.0
1062,87,31663,179.40441558441557,179.36545454545453,0,0,Beverages,Italian,1.0002,-0.04,179.4,71.76,3.588,89.7,2,35,30256.0,35893.0,32837.0,30570.125
1062,88,37676,159.98909090909092,174.2320779220779,0,1,Beverages,Italian,0.9183,14.24,159.99,64.0,3.2,79.99,2,36,31663.0,34014.0,31779.5,31029.75
1062,89,35480,158.91675324675325,172.28571428571428,0,1,Beverages,Italian,0.9224,13.37,158.92,63.57,3.178,79.46,2,37,37676.0,31185.0,32695.0,31892.25
1062,90,31521,158.94857142857143,171.82155844155844,0,0,Beverages,Italian,0.9251,12.87,158.95,63.58,3.179,79.47,2,38,35480.0,30256.0,33768.75,33140.5
1062,91,34444,159.18636363636364,170.7507792207792,0,0,Beverages,Italian,0.9323,11.56,159.19,63.67,3.184,79.59,2,39,31521.0,31663.0,34085.0,33461.0
1062,92,30601,158.37467532467534,169.82012987012988,0,0,Beverages,Italian,0.9326,11.45,158.37,63.35,3.168,79.19,2,40,34444.0,37676.0,34780.25,33279.875
1062,93,33567,159.35090909090908,169.93194805194804,0,0,Beverages,Italian,0.9377,10.58,159.35,63.74,3.187,79.68,2,41,30601.0,35480.0,33011.5,32853.25
1062,94,32439,159.3009090909091,163.39272727272726,1,0,Beverages,Italian,0.975,4.09,159.3,63.72,3.186,79.65,2,42,33567.0,31521.0,32533.25,33151.0
1062,95,31819,159.32610389610392,159.5638961038961,0,1,Beverages,Italian,0.9985,0.24,159.33,63.73,3.186,79.66,2,43,32439.0,34444.0,32762.75,33423.875
1062,96,33901,159.2733766233766,159.2603896103896,0,0,Beverages,Italian,1.0001,-0.01,159.27,63.71,3.186,79.64,2,44,31819.0,30601.0,32106.5,33443.375
1062,97,15637,159.28285714285715,159.68467532467534,0,1,Beverages,Italian,0.9975,0.4,159.28,63.71,3.186,79.64,2,45,33901.0,33567.0,32931.5,32971.5
1062,98,33380,158.82415584415585,158.69428571428574,0,0,Beverages,Italian,1.0008,-0.13,158.82,63.53,3.177,79.41,2,46,15637.0,32439.0,28449.0,30491.125
1062,99,27024,158.93558441558443,158.8057142857143,0,1,Beverages,Italian,1.0008,-0.13,158.94,63.57,3.178,79.47,2,47,33380.0,31819.0,28684.25,30723.5
1062,100,37662,159.27454545454546,159.27454545454546,0,0,Beverages,Italian,1.0,0.0,159.27,63.71,3.186,79.64,2,48,27024.0,33901.0,27485.5,29796.0
1062,101,28761,159.32415584415585,159.43987012987014,1,0,Beverages,Italian,0.9993,0.12,159.32,63.73,3.186,79.66,2,49,37662.0,15637.0,28425.75,30678.625
1062,102,25903,158.597012987013,158.997012987013,1,0,Beverages,Italian,0.9975,0.4,158.6,63.44,3.172,79.3,2,50,28761.0,33380.0,31706.75,30077.875
1062,103,22566,159.10844155844157,159.60324675324676,1,0,Beverages,Italian,0.9969,0.49,159.11,63.64,3.182,79.55,2,51,25903.0,27024.0,29837.5,29260.875
1062,104,30753,159.07454545454544,159.03558441558442,0,0,Beverages,Italian,1.0002,-0.04,159.07,63.63,3.182,79.54,2,52,22566.0,37662.0,28723.0,28104.25
1062,105,33598,158.89701298701297,158.93597402597402,0,0,Beverages,Italian,0.9998,0.04,158.9,63.56,3.178,79.45,2,1,30753.0,28761.0,26995.75,27710.75
1062,106,32992,159.07337662337662,158.90454545454546,0,0,Beverages,Italian,1.0011,-0.17,159.07,63.63,3.182,79.54,2,2,33598.0,25903.0,28205.0,29955.875
1062,107,32850,159.30207792207793,159.09428571428572,0,0,Beverages,Italian,1.0013,-0.21,159.3,63.72,3.186,79.65,2,3,32992.0,22566.0,29977.25,29907.375
1062,108,30996,160.09649350649352,159.95363636363638,0,0,Beverages,Italian,1.0009,-0.14,160.1,64.04,3.202,80.05,2,4,32850.0,30753.0,32548.25,30635.625
1062,109,36387,171.28428571428572,171.54402597402597,0,0,Beverages,Italian,0.9985,0.26,171.28,68.51,3.426,85.64,2,5,30996.0,33598.0,32609.0,29802.375
1062,110,28911,179.90597402597402,180.04883116883119,0,0,Beverages,Italian,0.9992,0.14,179.91,71.96,3.598,89.95,2,6,36387.0,32992.0,33306.25,30755.625
1062,111,29055,179.78116883116883,179.83311688311687,0,0,Beverages,Italian,0.9997,0.05,179.78,71.91,3.596,89.89,2,7,28911.0,32850.0,32286.0,31131.625
1062,112,31861,179.2261038961039,179.18714285714285,0,0,Beverages,Italian,1.0002,-0.04,179.23,71.69,3.585,89.61,2,8,29055.0,30996.0,31337.25,31942.75
1062,113,46686,158.72142857142856,178.14662337662335,0,1,Beverages,Italian,0.891,19.43,158.72,63.49,3.174,79.36,2,9,31861.0,36387.0,31553.5,32081.25
1062,114,46582,158.6025974025974,178.10766233766233,1,1,Beverages,Italian,0.8905,19.51,158.6,63.44,3.172,79.3,2,10,46686.0,28911.0,34128.25,33717.25
1062,115,36265,158.3896103896104,176.53181818181818,0,1,Beverages,Italian,0.8972,18.14,158.39,63.36,3.168,79.19,2,11,46582.0,29055.0,38546.0,35416.0
1062,116,40022,158.41909090909093,176.40194805194807,1,1,Beverages,Italian,0.8981,17.98,158.42,63.37,3.168,79.21,2,12,36265.0,31861.0,40348.5,35842.875
1062,117,30489,179.19649350649348,179.69454545454545,0,1,Beverages,Italian,0.9972,0.5,179.2,71.68,3.584,89.6,2,13,40022.0,46686.0,42388.75,36971.125
1062,118,30076,179.2638961038961,179.5422077922078,0,1,Beverages,Italian,0.9984,0.28,179.26,71.71,3.585,89.63,2,14,30489.0,46582.0,38339.5,36233.875
1062,119,31806,183.52064935064936,183.53363636363636,0,0,Beverages,Italian,0.9999,0.01,183.52,73.41,3.67,91.76,2,15,30076.0,36265.0,34213.0,36379.5
1062,120,28585,183.8883116883117,183.87532467532466,0,0,Beverages,Italian,1.0001,-0.01,183.89,73.56,3.678,91.94,2,16,31806.0,40022.0,33098.25,36723.375
1062,121,27007,183.472987012987,183.60285714285715,0,0,Beverages,Italian,0.9993,0.13,183.47,73.39,3.67,91.74,2,17,28585.0,30489.0,30239.0,36313.875
1062,122,26637,182.46792207792208,182.41597402597404,0,0,Beverages,Italian,1.0003,-0.05,182.47,72.99,3.649,91.23,2,18,27007.0,30076.0,29368.5,33854.0
1062,123,26799,182.98519480519482,182.92025974025975,0,0,Beverages,Italian,1.0004,-0.06,182.99,73.19,3.66,91.49,2,19,26637.0,31806.0,28508.75,31360.875
1062,124,23890,182.6183116883117,182.50103896103897,0,1,Beverages,Italian,1.0006,-0.12,182.62,73.05,3.652,91.31,2,20,26799.0,28585.0,27257.0,30177.625
1062,125,25816,183.09025974025974,182.8431168831169,0,1,Beverages,Italian,1.0014,-0.25,183.09,73.24,3.662,91.55,2,21,23890.0,27007.0,26083.25,28161.125
1062,126,33633,183.95285714285714,183.822987012987,0,1,Beverages,Italian,1.0007,-0.13,183.95,73.58,3.679,91.98,2,22,25816.0,26637.0,25785.5,27577.0
1062,127,33497,183.30571428571426,183.50051948051947,0,0,Beverages,Italian,0.9989,0.19,183.31,73.32,3.666,91.65,2,23,33633.0,26799.0,27534.5,28021.625
1062,128,30541,183.20688311688312,183.37571428571428,0,0,Beverages,Italian,0.9991,0.17,183.21,73.28,3.664,91.6,2,24,33497.0,23890.0,29209.0,28233.0
1062,129,27623,183.52064935064936,183.63636363636363,0,1,Beverages,Italian,0.9994,0.12,183.52,73.41,3.67,91.76,2,25,30541.0,25816.0,30871.75,28477.5
1062,130,31678,183.91116883116882,184.07999999999998,0,1,Beverages,Italian,0.9991,0.17,183.91,73.56,3.678,91.96,2,26,27623.0,33633.0,31323.5,28554.5
1062,131,32713,183.92610389610388,184.05675324675323,0,1,Beverages,Italian,0.9993,0.13,183.93,73.57,3.678,91.96,2,27,31678.0,33497.0,30834.75,29184.625
1062,132,41962,158.8387012987013,183.99181818181816,1,1,Beverages,Italian,0.8633,25.15,158.84,63.54,3.177,79.42,2,28,32713.0,30541.0,30638.75,29923.875
1062,133,34603,159.17454545454547,182.9505194805195,0,1,Beverages,Italian,0.87,23.78,159.17,63.67,3.184,79.59,2,29,41962.0,27623.0,33494.0,32182.875
1062,134,34036,158.76480519480518,181.54246753246753,0,1,Beverages,Italian,0.8745,22.78,158.76,63.51,3.176,79.38,2,30,34603.0,31678.0,35239.0,33281.25
1062,135,34293,172.42623376623376,180.43506493506493,0,0,Beverages,Italian,0.9556,8.01,172.43,68.97,3.448,86.21,2,31,34036.0,32713.0,35828.5,33331.625
1109,9,45969,245.49105263157895,303.24118421052634,0,0,Rice Bowl,Indian,0.8096,57.75,245.49,98.2,4.91,122.75,2,9,43968.0,44633.0,45540.25,46384.25
1109,10,39740,260.62894736842105,299.55934210526317,0,0,Rice Bowl,Indian,0.87,38.93,260.63,104.25,5.212,130.31,2,10,45969.0,45541.0,45874.25,44132.375
1109,11,42484,267.5813157894737,272.7763157894737,0,0,Rice Bowl,Indian,0.981,5.19,267.58,107.03,5.352,133.79,2,11,39740.0,48019.0,44424.0,42709.625
1109,12,40951,270.1327631578947,277.0694736842105,0,0,Rice Bowl,Indian,0.975,6.94,270.13,108.05,5.402,135.07,2,12,42484.0,43968.0,43040.25,43505.25
1109,13,42698,275.74328947368423,283.5810526315789,0,0,Rice Bowl,Indian,0.9724,7.84,275.74,110.3,5.515,137.87,2,13,40951.0,45969.0,42286.0,43913.125
1109,14,39409,268.5807894736842,282.4044736842105,0,0,Rice Bowl,Indian,0.9511,13.82,268.58,107.43,5.372,134.29,2,14,42698.0,39740.0,41468.25,43671.25
1109,15,38531,270.9411842105263,281.9832894736842,0,0,Rice Bowl,Indian,0.9608,11.04,270.94,108.38,5.419,135.47,2,15,39409.0,42484.0,41385.5,42904.75
1109,16,34106,308.0911842105263,308.22276315789475,0,0,Rice Bowl,Indian,0.9996,0.13,308.09,123.24,6.162,154.05,2,16,38531.0,40951.0,40397.25,41718.75
1109,17,32878,298.3696052631579,306.96447368421053,0,1,Rice Bowl,Indian,0.972,8.59,298.37,119.35,5.968,149.18,2,17,34106.0,42698.0,38686.0,40486.0
1109,18,43302,240.42605263157895,304.4217105263158,0,0,Rice Bowl,Indian,0.7898,64.0,240.43,96.17,4.808,120.21,2,18,32878.0,39409.0,36231.0,38849.625
1109,19,103362,216.26342105263157,304.31644736842105,1,1,Rice Bowl,Indian,0.7107,88.05,216.26,86.51,4.326,108.13,2,19,43302.0,38531.0,37204.25,39294.875
1109,20,46552,227.5515789473684,303.5263157894737,0,1,Rice Bowl,Indian,0.7497,75.97,227.55,91.02,4.551,113.78,2,20,103362.0,34106.0,53412.0,46904.625
1109,21,44404,255.1380263157895,300.3846052631579,0,1,Rice Bowl,Indian,0.8494,45.25,255.14,102.06,5.103,127.57,2,21,46552.0,32878.0,56523.5,47604.75
1109,22,44151,265.0577631578947,296.6728947368421,0,1,Rice Bowl,Indian,0.8934,31.62,265.06,106.02,5.301,132.53,2,22,44404.0,43302.0,59405.0,47818.0
1109,23,41410,275.7242105263158,291.365,0,1,Rice Bowl,Indian,0.9463,15.64,275.72,110.29,5.515,137.86,2,23,44151.0,103362.0,59617.25,48410.75
1109,24,33861,276.07394736842105,289.8082894736842,0,1,Rice Bowl,Indian,0.9526,13.73,276.07,110.43,5.522,138.04,2,24,41410.0,46552.0,44129.25,48770.625
1109,25,28622,276.69144736842105,285.4269736842105,0,1,Rice Bowl,Indian,0.9694,8.74,276.69,110.68,5.534,138.35,2,25,33861.0,44404.0,40956.5,48740.0
1109,26,31003,276.2096052631579,284.7497368421053,0,0,Rice Bowl,Indian,0.97,8.54,276.21,110.48,5.524,138.1,2,26,28622.0,44151.0,37011.0,48208.0
1109,27,36585,279.485,287.8036842105263,0,0,Rice Bowl,Indian,0.9711,8.32,279.48,111.79,5.59,139.74,2,27,31003.0,41410.0,33724.0,46670.625
1109,28,37683,277.2681578947369,284.1115789473684,0,1,Rice Bowl,Indian,0.9759,6.84,277.27,110.91,5.546,138.63,2,28,36585.0,33861.0,32517.75,38323.5
1109,29,35526,307.0461842105263,307.25671052631577,0,0,Rice Bowl,Indian,0.9993,0.21,307.05,122.82,6.141,153.52,2,29,37683.0,28622.0,33473.25,37214.875
1109,30,84489,245.14155844155846,305.98194805194805,1,1,Rice Bowl,Indian,0.8012,60.84,245.14,98.06,4.903,122.57,2,30,35526.0,31003.0,35199.25,36105.125
1109,31,50784,220.20896103896104,305.6674025974026,0,1,Rice Bowl,Indian,0.7204,85.46,220.21,88.08,4.404,110.1,2,31,84489.0,36585.0,48570.75,41147.375
1109,32,55283,211.15454545454546,305.08909090909094,0,0,Rice Bowl,Indian,0.6921,93.93,211.15,84.46,4.223,105.58,2,32,50784.0,37683.0,52120.5,42319.125
1109,33,43061,226.5214285714286,304.62454545454545,0,0,Rice Bowl,Indian,0.7436,78.1,226.52,90.61,4.53,113.26,2,33,55283.0,35526.0,56520.5,44996.875
1109,34,37016,250.76909090909092,302.80584415584417,0,0,Rice Bowl,Indian,0.8282,52.04,250.77,100.31,5.016,125.38,2,34,43061.0,84489.0,58404.25,46801.75
1109,35,17191,269.5903896103896,298.3727272727273,0,0,Rice Bowl,Indian,0.9035,28.78,269.59,107.84,5.392,134.8,2,35,37016.0,50784.0,46536.0,47553.375
1109,36,39965,276.492987012987,295.3718181818182,0,0,Rice Bowl,Indian,0.9361,18.88,276.49,110.6,5.53,138.25,2,36,17191.0,55283.0,38137.75,45129.125
1109,37,36978,281.95714285714286,290.31584415584416,0,0,Rice Bowl,Indian,0.9712,8.36,281.96,112.78,5.639,140.98,2,37,39965.0,43061.0,34308.25,45414.375
1109,38,35899,287.4161038961039,291.49922077922076,0,0,Rice Bowl,Indian,0.986,4.08,287.42,114.97,5.748,143.71,2,38,36978.0,37016.0,32787.5,45595.875
1109,39,38749,283.54753246753245,290.6284415584415,0,0,Rice Bowl,Indian,0.9756,7.08,283.55,113.42,5.671,141.77,2,39,35899.0,17191.0,32508.25,39522.125
